code,description
30043100,"medicaments containing insulin but not antibiotics, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale"
30043200,"medicaments containing corticosteroid hormones, their derivatives or structural analogues but not antibiotics, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale"
30043900,"medicaments containing hormones or steroids used as hormones but not antibiotics, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. medicaments containing insulin or corticosteroid hormones, their derivatives or structural analogues)"
30044100,"medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones or antibiotics, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale"
30044200,"medicaments containing pseudoephedrine ""inn"" or its salts, not containing hormones, steroids used as hormones or antibiotics, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale"
30046000,"medicaments containing any of the following antimalarial active principles: artemisinin ""inn"" for oral ingestion combined with other pharmaceutical active ingredients, or amodiaquine ""inn""; artelinic acid or its salts; artenimol ""inn""; artemotil ""inn""; artemether ""inn""; artesunate ""inn""; chloroquine ""inn""; dihydroartemisinin ""inn""; lumefantrine ""inn""; mefloquine ""inn""; piperaquine ""inn""; pyrimethamine ""inn"" or sulfadoxine ""inn"", put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics, hormones, alkaloids, provitamins, vitamins, or their derivatives)"
30049000,"medicaments consisting of mixed or unmixed products for therapeutic or prophylactic purposes, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics, hormones or steroids used as hormones, alkaloids, provitamins, vitamins, their derivatives, antimalarial active principles and blinded clinical trial kits)"
30044300,"medicaments containing norephedrine or its salts, not containing hormones, steroids used as hormones or antibiotics, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale"
30044900,"medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids used as hormones or antibiotics, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing ephedrine, pseudoephedrine ""inn"", norephedrine or their salts)"
30045000,"medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof used primarily as vitamins, put up in measured doses ""incl. those for transdermal administration"" or in forms or packings for retail sale (excl. containing antibiotics, hormones, alkaloids, or their derivatives)"
30019098,"dried glands and other organs for organo-therapeutic uses, whether or not powdered, and other substances of animal origin prepared for therapeutic or prophylactic uses, n.e.s. (excl. heparin and its salts)"
30012090,"extracts of glands or other organs or of their secretions, of animals, for organo-therapeutic uses"
300190,"dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin and its salts; other human or animal substances prepared for therapeutic or prophylactic uses, n.e.s."
30019020,"dried glands and other organs for organo-therapeutic uses, whether or not powdered, and other substances of human origin prepared for therapeutic or prophylactic uses, n.e.s."
30019091,heparin and its salts
300120,"extracts of glands or other organs or of their secretions, for organo-therapeutic uses"
30012010,"extracts of glands or other organs or of their secretions, of human origin, for organo-therapeutic uses"
30021200,antisera and other blood fractions
30021300,"immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale (excl. diagnostic reagents)"
30021400,"immunological products, mixed, not put up in measured doses or in forms or packings for retail sale (excl. diagnostic reagents)"
30021500,"immunological products, put up in measured doses or in forms or packings for retail sale (excl. diagnostic reagents)"
300241,vaccines for human medicine
30024110,"vaccines against sars-related coronaviruses ""sars-cov species"", for human medicine"
30025900,"cell cultures, whether or not modified (excl. cell therapy products)"
300290,"human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses"
30029010,human blood
30029030,"animal blood prepared for therapeutic, prophylactic or diagnostic uses"
30024190,vaccines for human medicine (excl. vaccines against sars-related coronaviruses)
30024200,vaccines for veterinary medicine
30024900,"toxins, cultures of micro-organisms and similar products, e.g. plasmodia (excl. yeasts and vaccines)"
30025100,cell therapy products
30063000,opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients
30064000,dental cements and other dental fillings; bone reconstruction cements
30065000,first-aid boxes and kits
30066000,"chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, derivatives and structural analogues thereof or on spermicides"
30067000,gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments
300610,"sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical or dental yarns, and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable"
30061010,sterile surgical catgut
30061030,"sterile surgical or dental adhesion barriers, whether or not absorbable"
30061090,"sterile suture materials, incl. sterile absorbable surgical or dental yarns (excl. catgut); sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics"
30069100,appliances identifiable for ostomy use
30069200,waste pharmaceuticals
30069300,"placebos and blinded or double-blinded clinical trial kits for a recognised clinical trial, put up in measured doses"
30051000,"adhesive dressings and other articles having an adhesive layer, impregnated or covered with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes"
300590,"wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated or covered with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes (excl. adhesive dressings and other articles having an adhesive layer)"
30059010,"wadding and articles of wadding, impregnated or coated with pharmaceutical substances or put up in forms or packings for retail sale for medical, surgical, dental or veterinary purposes"
30059031,"gauze and articles of gauze, impregnated or covered with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes"
30059050,"bandages and similar articles of textile materials, impregnated or covered with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes (excl. wadding, gauze and articles thereof, adhesive dressings and other articles having an adhesive layer)"
30059099,"bandages and similar articles impregnated or covered with pharmaceutical substances or put up for retail sale for medical, surgical, dental or veterinary purposes (excl. those of textile materials, adhesive dressings and other articles having an adhesive layer)"
31021012,"urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing =>31,8% but <=33,2 % by weight of urea (excl. that in packages with a gross weight of <= 10 kg)"
31021015,"urea in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product and containing >33,2% but <=55% by weight of urea (excl. that in packages with a gross weight of <= 10 kg)"
31021019,"urea, whether or not in aqueous solution, containing >45% nitrogen in relation to the weight of the dry product (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg, or in aqueous solution containing =>31,8% but <=55% by weight of urea)"
31021090,"urea, whether or not in aqueous solution, containing <= 45% by weight of nitrogen on the dry anhydrous product (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg)"
310210,"urea, whether or not in aqueous solution (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)"
31023090,"ammonium nitrate (excl. that in aqueous solution, in tablets or similar forms, or in packages with a gross weight of <= 10 kg)"
310240,"mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances for use as fertilisers (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)"
31024010,"mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing <= 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)"
31024090,"mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances, for use as fertilisers, containing > 28% nitrogen by weight (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)"
31025000,"sodium nitrate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)"
31026000,"double salts and mixtures of calcium nitrate and ammonium nitrate (excl. those in tablets or similar forms, or in packages with a gross weight of <= 10 kg)"
31028000,mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excl. those in packages with a gross weight of <= 10 kg)
31029000,mineral or chemical nitrogen fertilisers (excl. urea; ammonium sulphate; ammonium nitrate; sodium nitrate; double salts and mixtures of ammonium nitrate with ammonium sulphate or calcium; mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution; mixtures of ammonium nitrate and calcium carbonate or other non-fertilising inorganic elements; in tablets or similar in packages <= 10 kg)
31022100,"ammonium sulphate (excl. that in tablets or similar forms, or in packages with a gross weight of <= 10 kg)"
31022900,double salts and mixtures of ammonium sulphate and ammonium nitrate (excl. goods of this chapter in tablets or similar forms or in packages of a gross weight of <= 10 kg)
